RACE,UNEDITED,CANDIDATE,VOTES,COUNTY
"Board Member, Place 6 – Community ISD","RACE_CANDIDATES    Board Member, Place 6 – Community ISD.3 - UNDE...
RACE_CANDIDATES         Board Member, Place 6 – Community ISD.3 - 37
dtype: object",UNDER VOTES,37,Colin
"Board Member, Place 7 – Community ISD","RACE_CANDIDATES    Board Member, Place 7 – Community ISD - Randy ...
RACE_CANDIDATES           Board Member, Place 7 – Community ISD - 27
dtype: object",Randy McCuistion,27,Colin
"Board Member, Place 7 – Community ISD","RACE_CANDIDATES    Board Member, Place 7 – Community ISD.1 - Debo...
RACE_CANDIDATES         Board Member, Place 7 – Community ISD.1 - 25
dtype: object",Deborah Anderson,25,Colin
"Board Member, Place 7 – Community ISD","RACE_CANDIDATES    Board Member, Place 7 – Community ISD.2 - OVER...
RACE_CANDIDATES         Board Member, Place 7 – Community ISD.2 - 13
dtype: object",OVER VOTES,13,Colin
"Board Member, Place 7 – Community ISD","RACE_CANDIDATES    Board Member, Place 7 – Community ISD.3 - UNDE...
RACE_CANDIDATES         Board Member, Place 7 – Community ISD.3 - 37
dtype: object",UNDER VOTES,37,Colin
"School Board Trustee, Position 5 – Farmersville ISD","RACE_CANDIDATES    School Board Trustee, Position 5 – Farmersvill...
RACE_CANDIDATES    School Board Trustee, Position 5 – Farmersvill...
dtype: object",Kiel Cathey,31,Colin
"School Board Trustee, Position 5 – Farmersville ISD","RACE_CANDIDATES    School Board Trustee, Position 5 – Farmersvill...
RACE_CANDIDATES    School Board Trustee, Position 5 – Farmersvill...
dtype: object",Jim Hemby,28,Colin
"School Board Trustee, Position 5 – Farmersville ISD","RACE_CANDIDATES    School Board Trustee, Position 5 – Farmersvill...
RACE_CANDIDATES    School Board Trustee, Position 5 – Farmersvill...
dtype: object",Ryan Calender,28,Colin
"School Board Trustee, Position 5 – Farmersville ISD","RACE_CANDIDATES    School Board Trustee, Position 5 – Farmersvill...
RACE_CANDIDATES    School Board Trustee, Position 5 – Farmersvill...
dtype: object",OVER VOTES,14,Colin
"School Board Trustee, Position 5 – Farmersville ISD","RACE_CANDIDATES    School Board Trustee, Position 5 – Farmersvill...
RACE_CANDIDATES    School Board Trustee, Position 5 – Farmersvill...
dtype: object",UNDER VOTES,14,Colin
"School Board Trustee, Position 6 – Farmersville ISD","RACE_CANDIDATES    School Board Trustee, Position 6 – Farmersvill...
RACE_CANDIDATES    School Board Trustee, Position 6 – Farmersvill...
dtype: object",Brian Brazil,28,Colin
"School Board Trustee, Position 6 – Farmersville ISD","RACE_CANDIDATES    School Board Trustee, Position 6 – Farmersvill...
RACE_CANDIDATES    School Board Trustee, Position 6 – Farmersvill...
dtype: object",OVER VOTES,0,Colin
"School Board Trustee, Position 6 – Farmersville ISD","RACE_CANDIDATES    School Board Trustee, Position 6 – Farmersvill...
RACE_CANDIDATES    School Board Trustee, Position 6 – Farmersvill...
dtype: object",UNDER VOTES,87,Colin
"School Board Trustee, Position 7 – Farmersville ISD","RACE_CANDIDATES    School Board Trustee, Position 7 – Farmersvill...
RACE_CANDIDATES    School Board Trustee, Position 7 – Farmersvill...
dtype: object",Jason McTee,28,Colin
"School Board Trustee, Position 7 – Farmersville ISD","RACE_CANDIDATES    School Board Trustee, Position 7 – Farmersvill...
RACE_CANDIDATES    School Board Trustee, Position 7 – Farmersvill...
dtype: object",OVER VOTES,0,Colin
"School Board Trustee, Position 7 – Farmersville ISD","RACE_CANDIDATES    School Board Trustee, Position 7 – Farmersvill...
RACE_CANDIDATES    School Board Trustee, Position 7 – Farmersvill...
dtype: object",UNDER VOTES,87,Colin
"School Board Trustee, Position 4 – Frisco ISD","RACE_CANDIDATES    School Board Trustee, Position 4 – Frisco ISD ...
RACE_CANDIDATES    School Board Trustee, Position 4 – Frisco ISD ...
dtype: object",Reed Bond,81,Colin
"School Board Trustee, Position 4 – Frisco ISD","RACE_CANDIDATES    School Board Trustee, Position 4 – Frisco ISD....
RACE_CANDIDATES    School Board Trustee, Position 4 – Frisco ISD....
dtype: object",Dynette A. Davis,78,Colin
"School Board Trustee, Position 4 – Frisco ISD","RACE_CANDIDATES    School Board Trustee, Position 4 – Frisco ISD....
RACE_CANDIDATES    School Board Trustee, Position 4 – Frisco ISD....
dtype: object",OVER VOTES,40,Colin
"School Board Trustee, Position 4 – Frisco ISD","RACE_CANDIDATES    School Board Trustee, Position 4 – Frisco ISD....
RACE_CANDIDATES    School Board Trustee, Position 4 – Frisco ISD....
dtype: object",UNDER VOTES,117,Colin
"School Board Trustee, Position 5 – Frisco ISD","RACE_CANDIDATES    School Board Trustee, Position 5 – Frisco ISD ...
RACE_CANDIDATES    School Board Trustee, Position 5 – Frisco ISD ...
dtype: object",Susan Kershaw,81,Colin
"School Board Trustee, Position 5 – Frisco ISD","RACE_CANDIDATES    School Board Trustee, Position 5 – Frisco ISD....
RACE_CANDIDATES    School Board Trustee, Position 5 – Frisco ISD....
dtype: object",Mark Hill,78,Colin
"School Board Trustee, Position 5 – Frisco ISD","RACE_CANDIDATES    School Board Trustee, Position 5 – Frisco ISD....
RACE_CANDIDATES    School Board Trustee, Position 5 – Frisco ISD....
dtype: object",OVER VOTES,40,Colin
"School Board Trustee, Position 5 – Frisco ISD","RACE_CANDIDATES    School Board Trustee, Position 5 – Frisco ISD....
RACE_CANDIDATES    School Board Trustee, Position 5 – Frisco ISD....
dtype: object",UNDER VOTES,117,Colin
"Board of Trustees, Place 4 – Lovejoy ISD","RACE_CANDIDATES    Board of Trustees, Place 4 – Lovejoy ISD - Amy...
RACE_CANDIDATES        Board of Trustees, Place 4 – Lovejoy ISD - 20
dtype: object",Amy Campbell,20,Colin
"Board of Trustees, Place 4 – Lovejoy ISD","RACE_CANDIDATES    Board of Trustees, Place 4 – Lovejoy ISD.1 - M...
RACE_CANDIDATES      Board of Trustees, Place 4 – Lovejoy ISD.1 - 18
dtype: object",Mark Wheelis,18,Colin
"Board of Trustees, Place 4 – Lovejoy ISD","RACE_CANDIDATES    Board of Trustees, Place 4 – Lovejoy ISD.2 - O...
RACE_CANDIDATES       Board of Trustees, Place 4 – Lovejoy ISD.2 - 9
dtype: object",OVER VOTES,9,Colin
"Board of Trustees, Place 4 – Lovejoy ISD","RACE_CANDIDATES    Board of Trustees, Place 4 – Lovejoy ISD.3 - U...
RACE_CANDIDATES      Board of Trustees, Place 4 – Lovejoy ISD.3 - 27
dtype: object",UNDER VOTES,27,Colin
"Board of Trustees, Place 5 – Lovejoy ISD","RACE_CANDIDATES    Board of Trustees, Place 5 – Lovejoy ISD - Mar...
RACE_CANDIDATES        Board of Trustees, Place 5 – Lovejoy ISD - 18
dtype: object",Marvin Bobo,18,Colin
"Board of Trustees, Place 5 – Lovejoy ISD","RACE_CANDIDATES    Board of Trustees, Place 5 – Lovejoy ISD.1 - O...
RACE_CANDIDATES       Board of Trustees, Place 5 – Lovejoy ISD.1 - 0
dtype: object",OVER VOTES,0,Colin
"Board of Trustees, Place 5 – Lovejoy ISD","RACE_CANDIDATES    Board of Trustees, Place 5 – Lovejoy ISD.2 - U...
RACE_CANDIDATES      Board of Trustees, Place 5 – Lovejoy ISD.2 - 56
dtype: object",UNDER VOTES,56,Colin
"Board of Trustees, Place 4 – McKinney ISD","RACE_CANDIDATES    Board of Trustees, Place 4 – McKinney ISD - Br...
RACE_CANDIDATES       Board of Trustees, Place 4 – McKinney ISD - 32
dtype: object",Brittany Hendrickson,32,Colin
"Board of Trustees, Place 4 – McKinney ISD","RACE_CANDIDATES    Board of Trustees, Place 4 – McKinney ISD.1 - ...
RACE_CANDIDATES     Board of Trustees, Place 4 – McKinney ISD.1 - 30
dtype: object",Amy Dankel,30,Colin
"Board of Trustees, Place 4 – McKinney ISD","RACE_CANDIDATES    Board of Trustees, Place 4 – McKinney ISD.2 - ...
RACE_CANDIDATES     Board of Trustees, Place 4 – McKinney ISD.2 - 15
dtype: object",OVER VOTES,15,Colin
"Board of Trustees, Place 4 – McKinney ISD","RACE_CANDIDATES    Board of Trustees, Place 4 – McKinney ISD.3 - ...
RACE_CANDIDATES     Board of Trustees, Place 4 – McKinney ISD.3 - 45
dtype: object",UNDER VOTES,45,Colin
"Board of Trustees, Place 5 – McKinney ISD","RACE_CANDIDATES    Board of Trustees, Place 5 – McKinney ISD - Ly...
RACE_CANDIDATES       Board of Trustees, Place 5 – McKinney ISD - 44
dtype: object",Lynn Sperry,44,Colin
"Board of Trustees, Place 5 – McKinney ISD","RACE_CANDIDATES    Board of Trustees, Place 5 – McKinney ISD.1 - ...
RACE_CANDIDATES     Board of Trustees, Place 5 – McKinney ISD.1 - 40
dtype: object",Rachel Elliott,40,Colin
"Board of Trustees, Place 5 – McKinney ISD","RACE_CANDIDATES    Board of Trustees, Place 5 – McKinney ISD.2 - ...
RACE_CANDIDATES     Board of Trustees, Place 5 – McKinney ISD.2 - 20
dtype: object",OVER VOTES,20,Colin
"Board of Trustees, Place 5 – McKinney ISD","RACE_CANDIDATES    Board of Trustees, Place 5 – McKinney ISD.3 - ...
RACE_CANDIDATES     Board of Trustees, Place 5 – McKinney ISD.3 - 60
dtype: object",UNDER VOTES,60,Colin
"Board of Trustees, Place 6 – McKinney ISD","RACE_CANDIDATES    Board of Trustees, Place 6 – McKinney ISD - Ji...
RACE_CANDIDATES      Board of Trustees, Place 6 – McKinney ISD - 152
dtype: object",Jim Westerheid,152,Colin
"Board of Trustees, Place 6 – McKinney ISD","RACE_CANDIDATES    Board of Trustees, Place 6 – McKinney ISD.1 - ...
RACE_CANDIDATES    Board of Trustees, Place 6 – McKinney ISD.1 - 144
dtype: object",Stephanie O’Dell,144,Colin
"Board of Trustees, Place 6 – McKinney ISD","RACE_CANDIDATES    Board of Trustees, Place 6 – McKinney ISD.2 - ...
RACE_CANDIDATES    Board of Trustees, Place 6 – McKinney ISD.2 - 144
dtype: object",Serena Ashcroft,144,Colin
"Board of Trustees, Place 6 – McKinney ISD","RACE_CANDIDATES    Board of Trustees, Place 6 – McKinney ISD.3 - ...
RACE_CANDIDATES     Board of Trustees, Place 6 – McKinney ISD.3 - 72
dtype: object",OVER VOTES,72,Colin
"Board of Trustees, Place 6 – McKinney ISD","RACE_CANDIDATES    Board of Trustees, Place 6 – McKinney ISD.4 - ...
RACE_CANDIDATES     Board of Trustees, Place 6 – McKinney ISD.4 - 73
dtype: object",UNDER VOTES,73,Colin
"Trustee, Place 1 – Melissa ISD","RACE_CANDIDATES    Trustee, Place 1 – Melissa ISD - George James
RACE_CANDIDATES              Trustee, Place 1 – Melissa ISD - 18
dtype: object",George James,18,Colin
"Trustee, Place 1 – Melissa ISD","RACE_CANDIDATES    Trustee, Place 1 – Melissa ISD.1 - Korbin Reeves
RACE_CANDIDATES               Trustee, Place 1 – Melissa ISD.1 - 16
dtype: object",Korbin Reeves,16,Colin
"Trustee, Place 1 – Melissa ISD","RACE_CANDIDATES    Trustee, Place 1 – Melissa ISD.2 - OVER VOTES
RACE_CANDIDATES             Trustee, Place 1 – Melissa ISD.2 - 8
dtype: object",OVER VOTES,8,Colin
"Trustee, Place 1 – Melissa ISD","RACE_CANDIDATES    Trustee, Place 1 – Melissa ISD.3 - UNDER VOTES
RACE_CANDIDATES             Trustee, Place 1 – Melissa ISD.3 - 24
dtype: object",UNDER VOTES,24,Colin
"Trustee, Place 2 – Melissa ISD","RACE_CANDIDATES    Trustee, Place 2 – Melissa ISD - Travis Puckett
RACE_CANDIDATES                Trustee, Place 2 – Melissa ISD - 18
dtype: object",Travis Puckett,18,Colin
"Trustee, Place 2 – Melissa ISD","RACE_CANDIDATES    Trustee, Place 2 – Melissa ISD.1 - Bill Gray
RACE_CANDIDATES           Trustee, Place 2 – Melissa ISD.1 - 16
dtype: object",Bill Gray,16,Colin
"Trustee, Place 2 – Melissa ISD","RACE_CANDIDATES    Trustee, Place 2 – Melissa ISD.2 - OVER VOTES
RACE_CANDIDATES             Trustee, Place 2 – Melissa ISD.2 - 8
dtype: object",OVER VOTES,8,Colin
"Trustee, Place 2 – Melissa ISD","RACE_CANDIDATES    Trustee, Place 2 – Melissa ISD.3 - UNDER VOTES
RACE_CANDIDATES             Trustee, Place 2 – Melissa ISD.3 - 24
dtype: object",UNDER VOTES,24,Colin
"Trustee, Place 4 – Plano ISD","RACE_CANDIDATES    Trustee, Place 4 – Plano ISD - Tarrah Lantz
RACE_CANDIDATES             Trustee, Place 4 – Plano ISD - 218
dtype: object",Tarrah Lantz,218,Colin
"Trustee, Place 4 – Plano ISD","RACE_CANDIDATES    Trustee, Place 4 – Plano ISD.1 - Lydia Ortega
RACE_CANDIDATES             Trustee, Place 4 – Plano ISD.1 - 212
dtype: object",Lydia Ortega,212,Colin
"Trustee, Place 4 – Plano ISD","RACE_CANDIDATES    Trustee, Place 4 – Plano ISD.2 - Margaret Turn...
RACE_CANDIDATES                 Trustee, Place 4 – Plano ISD.2 - 212
dtype: object",Margaret Turner-Carrigan,212,Colin
"Trustee, Place 4 – Plano ISD","RACE_CANDIDATES    Trustee, Place 4 – Plano ISD.3 - OVER VOTES
RACE_CANDIDATES           Trustee, Place 4 – Plano ISD.3 - 106
dtype: object",OVER VOTES,106,Colin
"Trustee, Place 4 – Plano ISD","RACE_CANDIDATES    Trustee, Place 4 – Plano ISD.4 - UNDER VOTES
RACE_CANDIDATES            Trustee, Place 4 – Plano ISD.4 - 110
dtype: object",UNDER VOTES,110,Colin
"Trustee, Place 5 – Plano ISD","RACE_CANDIDATES    Trustee, Place 5 – Plano ISD - Greg Jubenville
RACE_CANDIDATES                Trustee, Place 5 – Plano ISD - 218
dtype: object",Greg Jubenville,218,Colin
"Trustee, Place 5 – Plano ISD","RACE_CANDIDATES    Trustee, Place 5 – Plano ISD.1 - Michael Cook
RACE_CANDIDATES             Trustee, Place 5 – Plano ISD.1 - 212
dtype: object",Michael Cook,212,Colin
"Trustee, Place 5 – Plano ISD","RACE_CANDIDATES    Trustee, Place 5 – Plano ISD.2 - Khalid Ishaq
RACE_CANDIDATES             Trustee, Place 5 – Plano ISD.2 - 212
dtype: object",Khalid Ishaq,212,Colin
"Trustee, Place 5 – Plano ISD","RACE_CANDIDATES    Trustee, Place 5 – Plano ISD.3 - OVER VOTES
RACE_CANDIDATES           Trustee, Place 5 – Plano ISD.3 - 106
dtype: object",OVER VOTES,106,Colin
"Trustee, Place 5 – Plano ISD","RACE_CANDIDATES    Trustee, Place 5 – Plano ISD.4 - UNDER VOTES
RACE_CANDIDATES            Trustee, Place 5 – Plano ISD.4 - 110
dtype: object",UNDER VOTES,110,Colin
"Trustee, Place 7 – Plano ISD","RACE_CANDIDATES    Trustee, Place 7 – Plano ISD - Katherine Chan ...
RACE_CANDIDATES                   Trustee, Place 7 – Plano ISD - 218
dtype: object",Katherine Chan Goodwin,218,Colin
"Trustee, Place 7 – Plano ISD","RACE_CANDIDATES    Trustee, Place 7 – Plano ISD.1 - Simon Salinas
RACE_CANDIDATES              Trustee, Place 7 – Plano ISD.1 - 212
dtype: object",Simon Salinas,212,Colin
"Trustee, Place 7 – Plano ISD","RACE_CANDIDATES    Trustee, Place 7 – Plano ISD.2 - Cody Weaver
RACE_CANDIDATES            Trustee, Place 7 – Plano ISD.2 - 212
dtype: object",Cody Weaver,212,Colin
"Trustee, Place 7 – Plano ISD","RACE_CANDIDATES    Trustee, Place 7 – Plano ISD.3 - OVER VOTES
RACE_CANDIDATES           Trustee, Place 7 – Plano ISD.3 - 106
dtype: object",OVER VOTES,106,Colin
"Trustee, Place 7 – Plano ISD","RACE_CANDIDATES    Trustee, Place 7 – Plano ISD.4 - UNDER VOTES
RACE_CANDIDATES            Trustee, Place 7 – Plano ISD.4 - 110
dtype: object",UNDER VOTES,110,Colin
Proposition A – Princeton ISD,"RACE_CANDIDATES    Proposition A – Princeton ISD - FOR
RACE_CANDIDATES     Proposition A – Princeton ISD - 23
dtype: object",FOR,23,Colin
Proposition A – Princeton ISD,"RACE_CANDIDATES    Proposition A – Princeton ISD.1 - AGAINST
RACE_CANDIDATES         Proposition A – Princeton ISD.1 - 22
dtype: object",AGAINST,22,Colin
Proposition A – Princeton ISD,"RACE_CANDIDATES    Proposition A – Princeton ISD.2 - OVER VOTES
RACE_CANDIDATES            Proposition A – Princeton ISD.2 - 11
dtype: object",OVER VOTES,11,Colin
Proposition A – Princeton ISD,"RACE_CANDIDATES    Proposition A – Princeton ISD.3 - UNDER VOTES
RACE_CANDIDATES             Proposition A – Princeton ISD.3 - 33
dtype: object",UNDER VOTES,33,Colin
"Trustee, Place 2 – Prosper ISD","RACE_CANDIDATES    Trustee, Place 2 – Prosper ISD - Siva Pilli
RACE_CANDIDATES            Trustee, Place 2 – Prosper ISD - 69
dtype: object",Siva Pilli,69,Colin
"Trustee, Place 2 – Prosper ISD","RACE_CANDIDATES    Trustee, Place 2 – Prosper ISD.1 - Aimee Boots
RACE_CANDIDATES             Trustee, Place 2 – Prosper ISD.1 - 67
dtype: object",Aimee Boots,67,Colin
"Trustee, Place 2 – Prosper ISD","RACE_CANDIDATES    Trustee, Place 2 – Prosper ISD.2 - Dena Dixon
RACE_CANDIDATES            Trustee, Place 2 – Prosper ISD.2 - 67
dtype: object",Dena Dixon,67,Colin
"Trustee, Place 2 – Prosper ISD","RACE_CANDIDATES    Trustee, Place 2 – Prosper ISD.3 - OVER VOTES
RACE_CANDIDATES            Trustee, Place 2 – Prosper ISD.3 - 34
dtype: object",OVER VOTES,34,Colin
"Trustee, Place 2 – Prosper ISD","RACE_CANDIDATES    Trustee, Place 2 – Prosper ISD.4 - UNDER VOTES
RACE_CANDIDATES            Trustee, Place 2 – Prosper ISD.4 - 102
dtype: object",UNDER VOTES,102,Colin
"Trustee, Place 5 – Prosper ISD","RACE_CANDIDATES    Trustee, Place 5 – Prosper ISD - Kurt Kuehn
RACE_CANDIDATES            Trustee, Place 5 – Prosper ISD - 69
dtype: object",Kurt Kuehn,69,Colin
"Trustee, Place 5 – Prosper ISD","RACE_CANDIDATES    Trustee, Place 5 – Prosper ISD.1 - Jim Herblin
RACE_CANDIDATES             Trustee, Place 5 – Prosper ISD.1 - 67
dtype: object",Jim Herblin,67,Colin
"Trustee, Place 5 – Prosper ISD","RACE_CANDIDATES    Trustee, Place 5 – Prosper ISD.2 - Eileen Rive...
RACE_CANDIDATES                Trustee, Place 5 – Prosper ISD.2 - 67
dtype: object",Eileen Riverside,67,Colin
"Trustee, Place 5 – Prosper ISD","RACE_CANDIDATES    Trustee, Place 5 – Prosper ISD.3 - Tommy Van W...
RACE_CANDIDATES                Trustee, Place 5 – Prosper ISD.3 - 67
dtype: object",Tommy Van Wolfe,67,Colin
"Trustee, Place 5 – Prosper ISD","RACE_CANDIDATES    Trustee, Place 5 – Prosper ISD.4 - OVER VOTES
RACE_CANDIDATES            Trustee, Place 5 – Prosper ISD.4 - 34
dtype: object",OVER VOTES,34,Colin
"Trustee, Place 5 – Prosper ISD","RACE_CANDIDATES    Trustee, Place 5 – Prosper ISD.5 - UNDER VOTES
RACE_CANDIDATES             Trustee, Place 5 – Prosper ISD.5 - 35
dtype: object",UNDER VOTES,35,Colin
Proposition A – North Parkway MMD No,"RACE_CANDIDATES    Proposition A – North Parkway MMD No. 1 - For
RACE_CANDIDATES      Proposition A – North Parkway MMD No. 1 - 3
dtype: object",For,3,Colin
Proposition A – North Parkway MMD No,"RACE_CANDIDATES    Proposition A – North Parkway MMD No. 1.1 - Ag...
RACE_CANDIDATES        Proposition A – North Parkway MMD No. 1.1 - 2
dtype: object",Against,2,Colin
Proposition A – North Parkway MMD No,"RACE_CANDIDATES    Proposition A – North Parkway MMD No. 1.2 - OV...
RACE_CANDIDATES        Proposition A – North Parkway MMD No. 1.2 - 1
dtype: object",OVER VOTES,1,Colin
Proposition A – North Parkway MMD No,"RACE_CANDIDATES    Proposition A – North Parkway MMD No. 1.3 - UN...
RACE_CANDIDATES        Proposition A – North Parkway MMD No. 1.3 - 3
dtype: object",UNDER VOTES,3,Colin
Proposition B – North Parkway MMD No,"RACE_CANDIDATES    Proposition B – North Parkway MMD No. 1 - For
RACE_CANDIDATES      Proposition B – North Parkway MMD No. 1 - 3
dtype: object",For,3,Colin
Proposition B – North Parkway MMD No,"RACE_CANDIDATES    Proposition B – North Parkway MMD No. 1.1 - Ag...
RACE_CANDIDATES        Proposition B – North Parkway MMD No. 1.1 - 2
dtype: object",Against,2,Colin
Proposition B – North Parkway MMD No,"RACE_CANDIDATES    Proposition B – North Parkway MMD No. 1.2 - OV...
RACE_CANDIDATES        Proposition B – North Parkway MMD No. 1.2 - 1
dtype: object",OVER VOTES,1,Colin
Proposition B – North Parkway MMD No,"RACE_CANDIDATES    Proposition B – North Parkway MMD No. 1.3 - UN...
RACE_CANDIDATES        Proposition B – North Parkway MMD No. 1.3 - 3
dtype: object",UNDER VOTES,3,Colin
Proposition C – North Parkway MMD No,"RACE_CANDIDATES    Proposition C – North Parkway MMD No. 1 - For
RACE_CANDIDATES      Proposition C – North Parkway MMD No. 1 - 3
dtype: object",For,3,Colin
Proposition C – North Parkway MMD No,"RACE_CANDIDATES    Proposition C – North Parkway MMD No. 1.1 - Ag...
RACE_CANDIDATES        Proposition C – North Parkway MMD No. 1.1 - 2
dtype: object",Against,2,Colin
Proposition C – North Parkway MMD No,"RACE_CANDIDATES    Proposition C – North Parkway MMD No. 1.2 - OV...
RACE_CANDIDATES        Proposition C – North Parkway MMD No. 1.2 - 1
dtype: object",OVER VOTES,1,Colin
Proposition C – North Parkway MMD No,"RACE_CANDIDATES    Proposition C – North Parkway MMD No. 1.3 - UN...
RACE_CANDIDATES        Proposition C – North Parkway MMD No. 1.3 - 3
dtype: object",UNDER VOTES,3,Colin
Proposition D – North Parkway MMD No,"RACE_CANDIDATES    Proposition D – North Parkway MMD No. 1 - For
RACE_CANDIDATES      Proposition D – North Parkway MMD No. 1 - 3
dtype: object",For,3,Colin
Proposition D – North Parkway MMD No,"RACE_CANDIDATES    Proposition D – North Parkway MMD No. 1.1 - Ag...
RACE_CANDIDATES        Proposition D – North Parkway MMD No. 1.1 - 2
dtype: object",Against,2,Colin
Proposition D – North Parkway MMD No,"RACE_CANDIDATES    Proposition D – North Parkway MMD No. 1.2 - OV...
RACE_CANDIDATES        Proposition D – North Parkway MMD No. 1.2 - 1
dtype: object",OVER VOTES,1,Colin
Proposition D – North Parkway MMD No,"RACE_CANDIDATES    Proposition D – North Parkway MMD No. 1.3 - UN...
RACE_CANDIDATES        Proposition D – North Parkway MMD No. 1.3 - 3
dtype: object",UNDER VOTES,3,Colin
Proposition E – North Parkway MMD No,"RACE_CANDIDATES    Proposition E – North Parkway MMD No. 1 - For
RACE_CANDIDATES      Proposition E – North Parkway MMD No. 1 - 3
dtype: object",For,3,Colin
Proposition E – North Parkway MMD No,"RACE_CANDIDATES    Proposition E – North Parkway MMD No. 1.1 - Ag...
RACE_CANDIDATES        Proposition E – North Parkway MMD No. 1.1 - 2
dtype: object",Against,2,Colin
Proposition E – North Parkway MMD No,"RACE_CANDIDATES    Proposition E – North Parkway MMD No. 1.2 - OV...
RACE_CANDIDATES        Proposition E – North Parkway MMD No. 1.2 - 1
dtype: object",OVER VOTES,1,Colin
Proposition E – North Parkway MMD No,"RACE_CANDIDATES    Proposition E – North Parkway MMD No. 1.3 - UN...
RACE_CANDIDATES        Proposition E – North Parkway MMD No. 1.3 - 3
dtype: object",UNDER VOTES,3,Colin
"Trustee, Place 1 – Collin College","RACE_CANDIDATES    Trustee, Place 1 – Collin College - Fred Moses
RACE_CANDIDATES           Trustee, Place 1 – Collin College - 867
dtype: object",Fred Moses,867,Colin
"Trustee, Place 1 – Collin College","RACE_CANDIDATES    Trustee, Place 1 – Collin College.1 - Megan Wa...
RACE_CANDIDATES            Trustee, Place 1 – Collin College.1 - 852
dtype: object",Megan Wallace,852,Colin
"Trustee, Place 1 – Collin College","RACE_CANDIDATES    Trustee, Place 1 – Collin College.2 - OVER VOTES
RACE_CANDIDATES           Trustee, Place 1 – Collin College.2 - 426
dtype: object",OVER VOTES,426,Colin
"Trustee, Place 1 – Collin College","RACE_CANDIDATES    Trustee, Place 1 – Collin College.3 - UNDER VOTES
RACE_CANDIDATES           Trustee, Place 1 – Collin College.3 - 1444
dtype: object",UNDER VOTES,1444,Colin
"Trustee, Place 2 – Collin College","RACE_CANDIDATES    Trustee, Place 2 – Collin College - Jay Saad
RACE_CANDIDATES         Trustee, Place 2 – Collin College - 864
dtype: object",Jay Saad,864,Colin
"Trustee, Place 2 – Collin College","RACE_CANDIDATES    Trustee, Place 2 – Collin College.1 - Scott Co...
RACE_CANDIDATES            Trustee, Place 2 – Collin College.1 - 852
dtype: object",Scott Coleman,852,Colin
"Trustee, Place 2 – Collin College","RACE_CANDIDATES    Trustee, Place 2 – Collin College.2 - Philip T...
RACE_CANDIDATES            Trustee, Place 2 – Collin College.2 - 852
dtype: object",Philip Timmons,852,Colin
"Trustee, Place 2 – Collin College","RACE_CANDIDATES    Trustee, Place 2 – Collin College.3 - OVER VOTES
RACE_CANDIDATES           Trustee, Place 2 – Collin College.3 - 426
dtype: object",OVER VOTES,426,Colin
"Trustee, Place 2 – Collin College","RACE_CANDIDATES    Trustee, Place 2 – Collin College.4 - UNDER VOTES
RACE_CANDIDATES            Trustee, Place 2 – Collin College.4 - 595
dtype: object",UNDER VOTES,595,Colin
"Trustee, Place 3 – Collin College","RACE_CANDIDATES    Trustee, Place 3 – Collin College - Stacey Donald
RACE_CANDIDATES              Trustee, Place 3 – Collin College - 861
dtype: object",Stacey Donald,861,Colin
"Trustee, Place 3 – Collin College","RACE_CANDIDATES    Trustee, Place 3 – Collin College.1 - Cathie A...
RACE_CANDIDATES            Trustee, Place 3 – Collin College.1 - 852
dtype: object",Cathie Alexander,852,Colin
"Trustee, Place 3 – Collin College","RACE_CANDIDATES    Trustee, Place 3 – Collin College.2 - Joe Mini...
RACE_CANDIDATES            Trustee, Place 3 – Collin College.2 - 852
dtype: object",Joe Minissale,852,Colin
"Trustee, Place 3 – Collin College","RACE_CANDIDATES    Trustee, Place 3 – Collin College.3 - OVER VOTES
RACE_CANDIDATES           Trustee, Place 3 – Collin College.3 - 426
dtype: object",OVER VOTES,426,Colin
"Trustee, Place 3 – Collin College","RACE_CANDIDATES    Trustee, Place 3 – Collin College.4 - UNDER VOTES
RACE_CANDIDATES            Trustee, Place 3 – Collin College.4 - 598
dtype: object",UNDER VOTES,598,Colin
